tamilnadu,south,north
0,0,271851
0,0,271855
0,0,271861
0,0,271865
0,0,271870
0,0,271871
0,0,271872
0,0,271875
0,0,271881
0,0,271882
0,0,271901
0,0,271902
0,0,271903
0,0,271904
0,0,272001
0,0,272002
0,0,272123
0,0,272124
0,0,272125
0,0,272126
0,0,272127
0,0,272128
0,0,272129
0,0,272130
0,0,272131
0,0,272148
0,0,272150
0,0,272151
0,0,272152
0,0,272153
0,0,272154
0,0,272155
0,0,272161
0,0,272162
0,0,272163
0,0,272164
0,0,272165
0,0,272171
0,0,272172
0,0,272173
0,0,272175
0,0,272176
0,0,272177
0,0,272178
0,0,272181
0,0,272182
0,0,272189
0,0,272190
0,0,272191
0,0,272192
0,0,272193
0,0,272194
0,0,272195
0,0,272199
0,0,272201
0,0,272202
0,0,272203
0,0,272204
0,0,272205
0,0,272206
0,0,272207
0,0,272208
0,0,272270
0,0,272271
0,0,272301
0,0,272302
0,0,273001
0,0,273002
0,0,273003
0,0,273004
0,0,273005
0,0,273006
0,0,273007
0,0,273008
0,0,273009
0,0,273010
0,0,273012
0,0,273013
0,0,273014
0,0,273015
0,0,273016
0,0,273017
0,0,273151
0,0,273152
0,0,273155
0,0,273157
0,0,273158
0,0,273161
0,0,273162
0,0,273163
0,0,273164
0,0,273165
0,0,273201
0,0,273202
0,0,273203
0,0,273207
0,0,273209
0,0,273211
0,0,273212
0,0,273213
0,0,273301
0,0,273302
0,0,273303
0,0,273304
0,0,273305
0,0,273306
0,0,273308
0,0,273309
0,0,273310
0,0,273311
0,0,273401
0,0,273402
0,0,273403
0,0,273404
0,0,273405
0,0,273406
0,0,273407
0,0,273408
0,0,273409
0,0,273411
0,0,273412
0,0,273413
0,0,274001
0,0,274149
0,0,274182
0,0,274201
0,0,274202
0,0,274203
0,0,274204
0,0,274205
0,0,274206
0,0,274207
0,0,274208
0,0,274301
0,0,274302
0,0,274303
0,0,274304
0,0,274305
0,0,274306
0,0,274401
0,0,274402
0,0,274403
0,0,274404
0,0,274405
0,0,274406
0,0,274407
0,0,274408
0,0,274409
0,0,274501
0,0,274502
0,0,274505
0,0,274506
0,0,274508
0,0,274509
0,0,274601
0,0,274602
0,0,274603
0,0,274604
0,0,274701
0,0,274702
0,0,274703
0,0,274704
0,0,274705
0,0,274801
0,0,274802
0,0,274806
0,0,274807
0,0,274808
0,0,275101
0,0,275102
0,0,275103
0,0,275105
0,0,275201
0,0,275202
0,0,275203
0,0,275204
0,0,275205
0,0,275301
0,0,275302
0,0,275303
0,0,275304
0,0,275305
0,0,275306
0,0,275307
0,0,276001
0,0,276121
0,0,276122
0,0,276123
0,0,276124
0,0,276125
0,0,276126
0,0,276127
0,0,276128
0,0,276129
0,0,276131
0,0,276135
0,0,276136
0,0,276137
0,0,276138
0,0,276139
0,0,276140
0,0,276141
0,0,276142
0,0,276143
0,0,276201
0,0,276202
0,0,276203
0,0,276204
0,0,276205
0,0,276206
0,0,276207
0,0,276208
0,0,276288
0,0,276301
0,0,276302
0,0,276303
0,0,276304
0,0,276305
0,0,276306
0,0,276402
0,0,276403
0,0,276404
0,0,276405
0,0,276406
0,0,277001
0,0,277121
0,0,277123
0,0,277124
0,0,277201
0,0,277202
0,0,277203
0,0,277204
0,0,277205
0,0,277207
0,0,277208
0,0,277209
0,0,277210
0,0,277211
0,0,277213
0,0,277214
0,0,277216
0,0,277219
0,0,277301
0,0,277302
0,0,277303
0,0,277304
0,0,277401
0,0,277402
0,0,277403
0,0,277501
0,0,277502
0,0,277503
0,0,277504
0,0,277506
0,0,281001
0,0,281003
0,0,281004
0,0,281005
0,0,281006
0,0,281104
0,0,281121
0,0,281122
0,0,281123
0,0,281201
0,0,281202
0,0,281203
0,0,281204
0,0,281205
0,0,281206
0,0,281301
0,0,281302
0,0,281303
0,0,281305
0,0,281306
0,0,281307
0,0,281308
0,0,281401
0,0,281403
0,0,281404
0,0,281405
0,0,281406
0,0,281501
0,0,281502
0,0,281504
0,0,282001
0,0,282002
0,0,282003
0,0,282004
0,0,282005
0,0,282006
0,0,282007
0,0,282008
0,0,282009
0,0,282010
0,0,283101
0,0,283102
0,0,283103
0,0,283104
0,0,283105
0,0,283110
0,0,283111
0,0,283112
0,0,283113
0,0,283114
0,0,283115
0,0,283119
0,0,283121
0,0,283122
0,0,283123
0,0,283124
0,0,283125
0,0,283126
0,0,283130
0,0,283135
0,0,283136
0,0,283141
0,0,283142
0,0,283145
0,0,283151
0,0,283152
0,0,283201
0,0,283202
0,0,283203
0,0,283204
0,0,283205
0,0,283206
0,0,283207
0,0,284001
0,0,284002
0,0,284003
0,0,284120
0,0,284121
0,0,284122
0,0,284123
0,0,284124
0,0,284125
0,0,284126
0,0,284127
0,0,284128
0,0,284135
0,0,284136
0,0,284201
0,0,284202
0,0,284203
0,0,284204
0,0,284205
0,0,284206
0,0,284301
0,0,284302
0,0,284303
0,0,284304
0,0,284305
0,0,284306
0,0,284401
0,0,284402
0,0,284403
0,0,284404
0,0,284405
0,0,284406
0,0,284419
0,0,284501
0,0,285001
0,0,285121
0,0,285122
0,0,285123
0,0,285124
0,0,285125
0,0,285126
0,0,285127
0,0,285128
0,0,285129
0,0,285130
0,0,285201
0,0,285202
0,0,285203
0,0,285204
0,0,285205
0,0,285206
0,0,285223
0,0,301001
0,0,301002
0,0,301018
0,0,301019
0,0,301020
0,0,301021
0,0,301022
0,0,301023
0,0,301024
0,0,301025
0,0,301026
0,0,301027
0,0,301028
0,0,301030
0,0,301035
0,0,301401
0,0,301402
0,0,301403
0,0,301404
0,0,301405
0,0,301406
0,0,301407
0,0,301408
0,0,301409
0,0,301410
0,0,301411
0,0,301412
0,0,301413
0,0,301414
0,0,301415
0,0,301416
0,0,301427
0,0,301604
0,0,301701
0,0,301702
0,0,301703
0,0,301704
0,0,301705
0,0,301706
0,0,301707
0,0,301708
0,0,301709
0,0,301713
0,0,301714
0,0,302001
0,0,302002
0,0,302003
0,0,302004
0,0,302005
0,0,302006
0,0,302012
0,0,302013
0,0,302015
0,0,302016
0,0,302017
0,0,302018
0,0,302019
0,0,302020
0,0,302021
0,0,302022
0,0,302026
0,0,302027
0,0,302028
0,0,302029
0,0,302031
0,0,302033
0,0,302034
0,0,302036
0,0,302037
0,0,302039
0,0,302041
0,0,303001
0,0,303002
0,0,303003
0,0,303004
0,0,303005
0,0,303006
0,0,303007
0,0,303008
0,0,303009
0,0,303012
0,0,303102
0,0,303103
0,0,303104
0,0,303105
0,0,303106
0,0,303107
0,0,303108
0,0,303109
0,0,303110
0,0,303119
0,0,303120
0,0,303121
0,0,303301
0,0,303302
0,0,303303
0,0,303304
0,0,303305
0,0,303313
0,0,303315
0,0,303323
0,0,303325
0,0,303326
0,0,303327
0,0,303328
0,0,303338
0,0,303348
0,0,303501
0,0,303502
0,0,303503
0,0,303504
0,0,303505
0,0,303506
0,0,303507
0,0,303508
0,0,303509
0,0,303510
0,0,303511
0,0,303601
0,0,303602
0,0,303603
0,0,303604
0,0,303701
0,0,303702
0,0,303704
0,0,303706
0,0,303712
0,0,303801
0,0,303803
0,0,303804
0,0,303805
0,0,303806
0,0,303807
0,0,303901
0,0,303903
0,0,303904
0,0,303905
0,0,303908
0,0,304001
0,0,304021
0,0,304022
0,0,304023
0,0,304024
0,0,304025
0,0,304026
0,0,304501
0,0,304502
0,0,304503
0,0,304504
0,0,304505
0,0,304507
0,0,304801
0,0,304802
0,0,304803
0,0,304804
0,0,305001
0,0,305002
0,0,305003
0,0,305004
0,0,305005
0,0,305007
0,0,305009
0,0,305012
0,0,305021
0,0,305022
0,0,305023
0,0,305024
0,0,305025
0,0,305026
0,0,305201
0,0,305202
0,0,305203
0,0,305204
0,0,305205
0,0,305206
0,0,305207
0,0,305401
0,0,305402
0,0,305403
0,0,305404
0,0,305405
0,0,305406
0,0,305407
0,0,305408
0,0,305412
0,0,305415
0,0,305601
0,0,305621
0,0,305622
0,0,305623
0,0,305624
0,0,305625
0,0,305627
0,0,305628
0,0,305629
0,0,305630
0,0,305801
0,0,305802
0,0,305811
0,0,305812
0,0,305813
0,0,305814
0,0,305815
0,0,305816
0,0,305819
0,0,305901
0,0,305921
0,0,305922
0,0,305923
0,0,305924
0,0,305925
0,0,305926
0,0,305927
0,0,306001
0,0,306021
0,0,306022
0,0,306023
0,0,306101
0,0,306102
0,0,306103
0,0,306104
0,0,306105
0,0,306114
0,0,306115
0,0,306116
0,0,306119
0,0,306126
0,0,306301
0,0,306302
0,0,306303
0,0,306304
0,0,306305
0,0,306306
0,0,306307
0,0,306308
0,0,306401
0,0,306421
0,0,306422
0,0,306501
0,0,306502
0,0,306503
0,0,306504
0,0,306601
0,0,306602
0,0,306603
0,0,306701
0,0,306702
0,0,306703
0,0,306704
0,0,306705
0,0,306706
0,0,306707
0,0,306708
0,0,306709
0,0,306901
0,0,306902
0,0,306912
0,0,307001
0,0,307019
0,0,307022
0,0,307023
0,0,307024
0,0,307025
0,0,307026
0,0,307027
0,0,307028
0,0,307029
0,0,307030
0,0,307031
0,0,307032
0,0,307043
0,0,307501
0,0,307510
0,0,307511
0,0,307512
0,0,307513
0,0,307514
0,0,307515
0,0,307801
0,0,307802
0,0,307803
0,0,311001
0,0,311011
0,0,311021
0,0,311022
0,0,311023
0,0,311024
0,0,311025
0,0,311026
0,0,311030
0,0,311201
0,0,311202
0,0,311203
0,0,311204
0,0,311301
0,0,311302
0,0,311401
0,0,311402
0,0,311403
0,0,311404
0,0,311407
0,0,311408
0,0,311601
0,0,311602
0,0,311603
0,0,311604
0,0,311605
0,0,311801
0,0,311802
0,0,311803
0,0,311804
0,0,311805
0,0,311806
0,0,312001
0,0,312021
0,0,312022
0,0,312023
0,0,312024
0,0,312025
0,0,312027
0,0,312201
0,0,312202
0,0,312203
0,0,312204
0,0,312205
0,0,312206
0,0,312207
0,0,312401
0,0,312402
0,0,312403
0,0,312404
0,0,312601
0,0,312602
0,0,312603
0,0,312604
0,0,312605
0,0,312606
0,0,312612
0,0,312613
0,0,312614
0,0,312615
0,0,312616
0,0,312617
0,0,312619
0,0,312620
0,0,312622
0,0,312623
0,0,312626
0,0,312901
0,0,313001
0,0,313002
0,0,313003
0,0,313004
0,0,313011
0,0,313015
0,0,313022
0,0,313024
0,0,313026
0,0,313027
0,0,313031
0,0,313038
0,0,313201
0,0,313202
0,0,313203
0,0,313204
0,0,313205
0,0,313206
0,0,313207
0,0,313211
0,0,313301
0,0,313321
0,0,313322
0,0,313323
0,0,313324
0,0,313325
0,0,313327
0,0,313328
0,0,313329
0,0,313330
0,0,313331
0,0,313332
0,0,313333
0,0,313334
0,0,313341
0,0,313342
0,0,313601
0,0,313602
0,0,313603
0,0,313604
0,0,313701
0,0,313702
0,0,313703
0,0,313704
0,0,313705
0,0,313706
0,0,313708
0,0,313801
0,0,313802
0,0,313803
0,0,313804
0,0,313901
0,0,313902
0,0,313903
0,0,313904
0,0,313905
0,0,313906
0,0,314001
0,0,314011
0,0,314021
0,0,314022
0,0,314023
0,0,314024
0,0,314025
0,0,314026
0,0,314027
0,0,314028
0,0,314029
0,0,314030
0,0,314031
0,0,314032
0,0,314034
0,0,314035
0,0,314036
0,0,314037
0,0,314038
0,0,314401
0,0,314402
0,0,314403
0,0,314404
0,0,314406
0,0,314801
0,0,314804
0,0,321001
0,0,321021
0,0,321022
0,0,321023
0,0,321024
0,0,321025
0,0,321026
0,0,321028
0,0,321201
0,0,321202
0,0,321203
0,0,321204
0,0,321205
0,0,321206
0,0,321301
0,0,321302
0,0,321303
0,0,321401
0,0,321402
0,0,321403
0,0,321404
0,0,321405
0,0,321406
0,0,321407
0,0,321408
0,0,321409
0,0,321410
0,0,321411
0,0,321601
0,0,321602
0,0,321605
0,0,321606
0,0,321607
0,0,321608
0,0,321609
0,0,321610
0,0,321611
0,0,321612
0,0,321613
0,0,321614
0,0,321615
0,0,321633
0,0,321642
0,0,322001
0,0,322021
0,0,322023
0,0,322024
0,0,322025
0,0,322026
0,0,322027
0,0,322028
0,0,322029
0,0,322030
0,0,322033
0,0,322034
0,0,322201
0,0,322202
0,0,322203
0,0,322204
0,0,322205
0,0,322211
0,0,322212
0,0,322213
0,0,322214
0,0,322215
0,0,322216
0,0,322218
0,0,322219
0,0,322220
0,0,322230
0,0,322234
0,0,322236
0,0,322238
0,0,322240
0,0,322241
0,0,322242
0,0,322243
0,0,322249
0,0,322251
0,0,322252
0,0,322254
0,0,322255
0,0,322701
0,0,322702
0,0,322703
0,0,322704
0,0,323001
0,0,323021
0,0,323022
0,0,323023
0,0,323024
0,0,323025
0,0,323026
0,0,323301
0,0,323303
0,0,323304
0,0,323305
0,0,323306
0,0,323307
0,0,323601
0,0,323602
0,0,323603
0,0,323613
0,0,323614
0,0,323615
0,0,323616
0,0,323801
0,0,323802
0,0,323803
0,0,324001
0,0,324002
0,0,324003
0,0,324004
0,0,324005
0,0,324006
0,0,324007
0,0,324008
0,0,324009
0,0,324010
0,0,325001
0,0,325003
0,0,325004
0,0,325009
0,0,325201
0,0,325202
0,0,325203
0,0,325204
0,0,325205
0,0,325206
0,0,325207
0,0,325208
0,0,325209
0,0,325214
0,0,325215
0,0,325216
0,0,325217
0,0,325218
0,0,325219
0,0,325220
0,0,325221
0,0,325222
0,0,325223
0,0,325224
0,0,325601
0,0,325602
0,0,326001
0,0,326021
0,0,326022
0,0,326023
0,0,326033
0,0,326034
0,0,326035
0,0,326036
0,0,326037
0,0,326038
0,0,326039
0,0,326501
0,0,326502
0,0,326512
0,0,326513
0,0,326514
0,0,326515
0,0,326516
0,0,326517
0,0,326518
0,0,326519
0,0,326520
0,0,326529
0,0,326530
0,0,327001
0,0,327021
0,0,327022
0,0,327023
0,0,327024
0,0,327025
0,0,327026
0,0,327027
0,0,327031
0,0,327032
0,0,327034
0,0,327601
0,0,327602
0,0,327603
0,0,327604
0,0,327605
0,0,327606
0,0,327801
0,0,328001
0,0,328021
0,0,328022
0,0,328023
0,0,328024
0,0,328025
0,0,328026
0,0,328027
0,0,328028
0,0,328029
0,0,328030
0,0,328031
0,0,328041
0,0,331001
0,0,331021
0,0,331022
0,0,331023
0,0,331024
0,0,331025
0,0,331026
0,0,331027
0,0,331028
0,0,331029
0,0,331030
0,0,331031
0,0,331301
0,0,331302
0,0,331303
0,0,331304
0,0,331305
0,0,331402
0,0,331403
0,0,331411
0,0,331501
0,0,331502
0,0,331503
0,0,331504
0,0,331505
0,0,331506
0,0,331507
0,0,331517
0,0,331518
0,0,331701
0,0,331801
0,0,331802
0,0,331803
0,0,331811
0,0,332001
0,0,332002
0,0,332021
0,0,332023
0,0,332024
0,0,332025
0,0,332026
0,0,332027
0,0,332028
0,0,332029
0,0,332030
0,0,332031
0,0,332041
0,0,332042
0,0,332301
0,0,332302
0,0,332303
0,0,332304
0,0,332305
0,0,332307
0,0,332311
0,0,332312
0,0,332315
0,0,332316
0,0,332317
0,0,332318
0,0,332401
0,0,332402
0,0,332403
0,0,332404
0,0,332405
0,0,332406
0,0,332411
0,0,332601
0,0,332602
0,0,332603
0,0,332701
0,0,332702
0,0,332703
0,0,332705
0,0,332706
0,0,332707
0,0,332708
0,0,332709
0,0,332710
0,0,332711
0,0,332712
0,0,332713
0,0,332714
0,0,332715
0,0,332716
0,0,332718
0,0,332719
0,0,332721
0,0,332722
0,0,332742
0,0,332746
0,0,333001
0,0,333011
0,0,333012
0,0,333021
0,0,333022
0,0,333023
0,0,333024
0,0,333025
0,0,333026
0,0,333027
0,0,333028
0,0,333029
0,0,333030
0,0,333031
0,0,333032
0,0,333033
0,0,333034
0,0,333035
0,0,333036
0,0,333041
0,0,333042
0,0,333053
0,0,333302
0,0,333303
0,0,333304
0,0,333305
0,0,333307
0,0,333308
0,0,333501
0,0,333502
0,0,333503
0,0,333504
0,0,333514
0,0,333515
0,0,333516
0,0,333701
0,0,333702
0,0,333704
0,0,333705
0,0,333707
0,0,333801
0,0,334001
0,0,334003
0,0,334004
0,0,334006
0,0,334021
0,0,334022
0,0,334023
0,0,334201
0,0,334202
0,0,334302
0,0,334303
0,0,334305
0,0,334401
0,0,334402
0,0,334403
0,0,334601
0,0,334602
0,0,334603
0,0,334604
0,0,334801
0,0,334802
0,0,334803
0,0,334804
0,0,334808
0,0,335001
0,0,335002
0,0,335021
0,0,335022
0,0,335023
0,0,335024
0,0,335025
0,0,335027
0,0,335037
0,0,335038
0,0,335039
0,0,335040
0,0,335041
0,0,335051
0,0,335061
0,0,335062
0,0,335063
0,0,335064
0,0,335065
0,0,335073
0,0,335501
0,0,335502
0,0,335503
0,0,335504
0,0,335511
0,0,335512
0,0,335513
0,0,335523
0,0,335524
0,0,335525
0,0,335526
0,0,335701
0,0,335702
0,0,335703
0,0,335704
0,0,335705
0,0,335707
0,0,335711
0,0,335801
0,0,335802
0,0,335803
0,0,335804
0,0,335805
0,0,335901
0,0,341001
0,0,341021
0,0,341022
0,0,341023
0,0,341024
0,0,341025
0,0,341026
0,0,341027
0,0,341028
0,0,341029
0,0,341030
0,0,341031
0,0,341301
0,0,341302
0,0,341303
0,0,341304
0,0,341305
0,0,341306
0,0,341316
0,0,341317
0,0,341318
0,0,341319
0,0,341501
0,0,341502
0,0,341503
0,0,341504
0,0,341505
0,0,341506
0,0,341507
0,0,341508
0,0,341509
0,0,341510
0,0,341511
0,0,341512
0,0,341513
0,0,341514
0,0,341515
0,0,341516
0,0,341517
0,0,341518
0,0,341519
0,0,341520
0,0,341533
0,0,341542
0,0,341551
0,0,342001
0,0,342003
0,0,342005
0,0,342006
0,0,342007
0,0,342008
0,0,342011
0,0,342012
0,0,342013
0,0,342014
0,0,342015
0,0,342021
0,0,342022
0,0,342023
0,0,342024
0,0,342025
0,0,342026
0,0,342027
0,0,342028
0,0,342037
0,0,342301
0,0,342302
0,0,342303
0,0,342304
0,0,342305
0,0,342306
0,0,342307
0,0,342308
0,0,342309
0,0,342310
0,0,342311
0,0,342312
0,0,342314
0,0,342601
0,0,342602
0,0,342603
0,0,342604
0,0,342605
0,0,342606
0,0,342801
0,0,342802
0,0,342901
0,0,342902
0,0,343001
0,0,343002
0,0,343021
0,0,343022
0,0,343023
0,0,343024
0,0,343025
0,0,343027
0,0,343028
0,0,343029
0,0,343030
0,0,343032
0,0,343039
0,0,343040
0,0,343041
0,0,343042
0,0,343048
0,0,343049
0,0,344001
0,0,344011
0,0,344012
0,0,344021
0,0,344022
0,0,344024
0,0,344025
0,0,344026
0,0,344027
0,0,344031
0,0,344032
0,0,344033
0,0,344034
0,0,344035
0,0,344037
0,0,344043
0,0,344044
0,0,344501
0,0,344502
0,0,344701
0,0,344702
0,0,344703
0,0,344704
0,0,344705
0,0,344706
0,0,344708
0,0,344801
0,0,345001
0,0,345021
0,0,345022
0,0,345023
0,0,345024
0,0,345025
0,0,345026
0,0,345027
0,0,345028
0,0,345031
0,0,345033
0,0,345034
0,0,360001
0,0,360002
0,0,360003
0,0,360004
0,0,360005
0,0,360006
0,0,360007
0,0,360020
0,0,360021
0,0,360022
0,0,360023
0,0,360024
0,0,360025
0,0,360030
0,0,360035
0,0,360040
0,0,360050
0,0,360055
0,0,360060
0,0,360070
0,0,360110
0,0,360311
0,0,360320
0,0,360330
0,0,360360
0,0,360370
0,0,360375
0,0,360380
0,0,360405
0,0,360410
0,0,360421
0,0,360430
0,0,360440
0,0,360450
0,0,360452
0,0,360460
0,0,360470
0,0,360480
0,0,360490
0,0,360510
0,0,360515
0,0,360520
0,0,360530
0,0,360531
0,0,360540
0,0,360545
0,0,360550
0,0,360560
0,0,360570
0,0,360575
0,0,360576
0,0,360577
0,0,360578
0,0,360579
0,0,360590
0,0,361001
0,0,361002
0,0,361003
0,0,361004
0,0,361005
0,0,361006
0,0,361007
0,0,361008
0,0,361009
0,0,361010
0,0,361011
0,0,361012
0,0,361013
0,0,361110
0,0,361120
0,0,361130
0,0,361140
0,0,361141
0,0,361142
0,0,361150
0,0,361160
0,0,361162
0,0,361170
0,0,361210
0,0,361220
0,0,361230
0,0,361240
0,0,361250
0,0,361280
0,0,361305
0,0,361306
0,0,361310
0,0,361315
0,0,361320
0,0,361325
0,0,361330
0,0,361335
0,0,361345
0,0,361347
0,0,361350
0,0,362001
0,0,362002
0,0,362004
0,0,362011
0,0,362015
0,0,362020
0,0,362030
0,0,362037
0,0,362110
0,0,362120
0,0,362130
0,0,362135
0,0,362140
0,0,362150
0,0,362205
0,0,362215
0,0,362220
0,0,362222
0,0,362225
0,0,362226
0,0,362227
0,0,362229
0,0,362230
0,0,362235
0,0,362240
0,0,362245
0,0,362250
0,0,362255
0,0,362260
0,0,362263
0,0,362265
0,0,362266
0,0,362268
0,0,362269
0,0,362275
0,0,362276
0,0,362310
0,0,362315
0,0,362510
0,0,362520
0,0,362530
0,0,362540
0,0,362550
0,0,362560
0,0,362565
0,0,362570
0,0,362610
0,0,362620
0,0,362625
0,0,362630
0,0,362640
0,0,362650
0,0,362710
0,0,362715
0,0,362720
0,0,362725
0,0,362730
0,0,363001
0,0,363002
0,0,363020
0,0,363030
0,0,363035
0,0,363040
0,0,363110
0,0,363115
0,0,363310
0,0,363320
0,0,363330
0,0,363351
0,0,363410
0,0,363415
0,0,363421
0,0,363423
0,0,363425
0,0,363427
0,0,363430
0,0,363435
0,0,363440
0,0,363510
0,0,363520
0,0,363530
0,0,363621
0,0,363635
0,0,363641
0,0,363650
0,0,363655
0,0,363670
0,0,364001
0,0,364002
0,0,364003
0,0,364004
0,0,364005
0,0,364006
0,0,364050
0,0,364060
0,0,364070
0,0,364081
0,0,364110
0,0,364120
0,0,364130
0,0,364135
0,0,364140
0,0,364145
0,0,364150
0,0,364210
0,0,364230
0,0,364240
0,0,364250
0,0,364260
0,0,364265
0,0,364270
0,0,364275
0,0,364280
0,0,364290
0,0,364295
0,0,364310
0,0,364313
0,0,364320
0,0,364330
0,0,364465
0,0,364470
0,0,364485
0,0,364490
0,0,364505
0,0,364510
0,0,364515
0,0,364521
0,0,364522
0,0,364525
0,0,364530
0,0,364710
0,0,364720
0,0,364730
0,0,364740
0,0,364750
0,0,364760
0,0,364765
0,0,365220
0,0,365410
0,0,365421
0,0,365430
0,0,365435
0,0,365440
0,0,365450
0,0,365455
0,0,365456
0,0,365460
0,0,365480
0,0,365535
0,0,365540
0,0,365541
0,0,365545
0,0,365550
0,0,365555
0,0,365560
0,0,365565
0,0,365601
0,0,365610
0,0,365620
0,0,365630
0,0,365635
0,0,365640
0,0,365645
0,0,365650
0,0,365660
0,0,370001
0,0,370015
0,0,370020
0,0,370030
0,0,370040
0,0,370105
0,0,370110
0,0,370115
0,0,370130
0,0,370135
0,0,370140
0,0,370145
0,0,370150
0,0,370155
0,0,370160
0,0,370165
0,0,370201
0,0,370203
0,0,370205
0,0,370210
0,0,370230
0,0,370240
0,0,370405
0,0,370410
0,0,370415
0,0,370421
0,0,370425
0,0,370427
0,0,370430
0,0,370435
0,0,370445
0,0,370450
0,0,370455
0,0,370460
0,0,370465
0,0,370475
0,0,370485
0,0,370490
0,0,370510
0,0,370511
0,0,370601
0,0,370602
0,0,370605
0,0,370610
0,0,370615
0,0,370620
0,0,370625
0,0,370627
0,0,370630
0,0,370640
0,0,370645
0,0,370650
0,0,370655
0,0,370660
0,0,370665
0,0,370670
0,0,370675
0,0,380001
0,0,380002
0,0,380004
0,0,380005
0,0,380006
0,0,380007
0,0,380008
0,0,380009
0,0,380013
0,0,380014
0,0,380015
0,0,380016
0,0,380018
0,0,380019
0,0,380021
0,0,380022
0,0,380023
0,0,380024
0,0,380026
0,0,380027
0,0,380028
0,0,380049
0,0,380050
0,0,380051
0,0,380052
0,0,380054
0,0,380055
0,0,380058
0,0,380059
0,0,380060
0,0,380061
0,0,380063
0,0,382006
0,0,382007
0,0,382010
0,0,382016
0,0,382021
0,0,382024
0,0,382028
0,0,382030
0,0,382041
0,0,382042
0,0,382045
0,0,382110
0,0,382115
0,0,382120
0,0,382130
0,0,382140
0,0,382145
0,0,382150
0,0,382165
0,0,382170
0,0,382210
0,0,382213
0,0,382220
0,0,382225
0,0,382230
0,0,382240
0,0,382245
0,0,382250
0,0,382255
0,0,382260
0,0,382265
0,0,382305
0,0,382308
0,0,382315
0,0,382320
0,0,382321
0,0,382330
0,0,382340
0,0,382345
0,0,382350
0,0,382355
0,0,382405
0,0,382415
0,0,382418
0,0,382421
0,0,382422
0,0,382423
0,0,382424
0,0,382425
0,0,382427
0,0,382428
0,0,382430
0,0,382433
0,0,382435
0,0,382443
0,0,382445
0,0,382449
0,0,382450
0,0,382455
0,0,382460
0,0,382463
0,0,382465
0,0,382470
0,0,382475
0,0,382480
0,0,382481
0,0,382610
0,0,382620
0,0,382630
0,0,382640
0,0,382650
0,0,382705
0,0,382710
0,0,382715
0,0,382721
0,0,382725
0,0,382728
0,0,382729
0,0,382730
0,0,382732
0,0,382735
0,0,382740
0,0,382745
0,0,382750
0,0,382755
0,0,382760
0,0,382765
0,0,382775
0,0,382780
0,0,382810
0,0,382815
0,0,382820
0,0,382825
0,0,382830
0,0,382835
0,0,382840
0,0,382845
0,0,382850
0,0,382855
0,0,382860
0,0,382865
0,0,382870
0,0,383001
0,0,383006
0,0,383010
0,0,383030
0,0,383110
0,0,383120
0,0,383205
0,0,383210
0,0,383215
0,0,383220
0,0,383225
0,0,383230
0,0,383235
0,0,383240
0,0,383245
0,0,383246
0,0,383250
0,0,383251
0,0,383255
